nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0010082	James Ackley	\N	\N	sound_department,music_department,composer	tt0094948,tt0488536,tt0378759,tt0496608
nm0010083	Jonathan Ackley	\N	\N	miscellaneous,writer,director	tt0139156,tt0189538,tt0134599,tt0102057
nm0010084	Claudia Acklin	\N	\N	writer,director,producer	tt0137078,tt1132448,tt0208188
nm0010085	Andrew Ackman	\N	\N	actor	tt0108925,tt0140829
nm0010086	Cole Ackman	\N	\N	actor	tt0103095
nm0010088	Géraldine Ackmann	\N	\N	actress	tt0159571
nm0010089	Bill Ackridge	1926	1998	actor	tt0090264,tt0331703,tt0074483,tt0176357
nm0010090	David Ackridge	\N	\N	actor	tt0075228,tt0085622,tt0081291
nm0010091	Lloyd Akridge	1910	1972	music_department,composer	tt0240911,tt0043086,tt0290881,tt0240587
nm0010092	David Ackrill	\N	\N	art_department	tt0970468,tt2368619,tt1606378,tt0119081
nm0010093	James Ackrin	\N	\N	actor	tt0276177
nm0010094	Tom Ackron	\N	\N	miscellaneous	tt0135382
nm0010095	Anthony Ackroyd	\N	\N	actor,writer	tt0312162,tt0096544,tt0104785,tt0281370
nm0010096	Barry Ackroyd	1954	\N	cinematographer,camera_department,director	tt0887912,tt0460989,tt1535109,tt0475276
nm0010097	David Ackroyd	1940	\N	actor,miscellaneous	tt0088559,tt0077399,tt0099817,tt0133209
nm0010098	Gayle Ackroyd	\N	\N	actress	tt0113069
nm0010099	Heather Ackroyd	\N	\N	actress	tt0106189
nm0010100	Jack Ackroyd	1889	1962	actor	tt0016643,tt0248461,tt0021779,tt0020032
nm0010101	Jack Ackroyd	\N	\N	actor	tt0309221,tt0098625,tt0094731,tt0104613
nm0010103	Juliet Aykroyd	\N	\N	actress	tt0069655,tt0272381,tt0071398,tt0419349
nm0010104	Timothy Ackroyd	1958	\N	actor,writer	tt4460560,tt0099322,tt0110386,tt0121516
nm0010105	Tilo Acksel	1970	\N	actor	tt0088517,tt0109713,tt0806910,tt1034388
nm0010106	Yevgeni Acksenov	\N	\N	director	tt1229930,tt0271242
nm0010107	E.N. Ackter	\N	\N	actor	tt0114649
nm0010108	Lance Acktiv	\N	\N	actor	tt0090314
nm0010109	Gerhard Acktun	1955	\N	actor,writer,miscellaneous	tt0220212,tt0806910,tt1825873,tt0070618
nm0010110	Wakefield Ackuaku	\N	\N	actor	tt0297626,tt2699924,tt4038670
nm0010111	Wolf Ackva	1911	2000	actor,composer,miscellaneous	tt0220212,tt0057783,tt0299886,tt0926045
nm0010112	A.W. Acland	\N	\N	director	tt0227181,tt0227633
nm0010113	Lleslle Aclaro	\N	\N	production_manager,visual_effects,art_department	tt0139156,tt0121765,tt0177822,tt0164127
nm0010114	Lily Aclemar	1920	\N	actress	tt0140286,tt0230630,tt0039458,tt0244151
nm0010116	Fadh Acloque	\N	\N	actor	tt0202999
nm0010117	Duane Acoba	\N	\N	visual_effects	tt0195714
nm0010118	Kelly Acoca	\N	\N	actress	tt0244071
nm0010119	Kauwela Acocella	1978	\N	actor	tt0107502
nm0010120	Bimbo Acock	\N	\N	actor,music_department	tt0297626,tt0080697,tt0087100
nm0010121	Kerry Acock	\N	\N	actor	tt0087806
nm0010122	George Acogny	\N	\N	music_department,soundtrack,composer	tt0120053,tt3499096,tt0114857,tt0113492
nm0010123	Jaylin Maureen Acol	\N	\N	actress	tt0081747
nm0010124	Reed Derwin Acol	\N	\N	actor	tt0081747
nm0010125	Giovanni Acolati	\N	\N	actor	tt0047026
nm0010126	Sims Acolatse	\N	\N	actor	tt0228992
nm0010127	Greg Agalsoff	\N	\N	sound_department	tt0090305,tt0088847,tt0091129,tt0095631
nm0010128	David Acomba	1944	\N	director,producer,music_department	tt0084048,tt0072181,tt0149458,tt0097972
nm0010129	Jordan Acomba	\N	\N	editorial_department,visual_effects,camera_department	tt0160184,tt0242998,tt0454876,tt1622979
nm0010130	Daniel Acon	1958	\N	special_effects,actor,art_department	tt0362270,tt0119013,tt0106582,tt0489099
nm0010131	Tony Acone	1943	\N	actor	tt0061714
nm0010132	Francesco Aconito Deribatti	\N	\N	actor	tt0133413
nm0010133	Aron Acord	\N	\N	actor	tt0197626,tt0798790
nm0010134	Art Acord	1890	1931	actor,stunts,location_management	tt0018378,tt0017367,tt0012840,tt0012852
nm0010135	Calvin Joe Acord	\N	\N	special_effects,miscellaneous	tt0088930,tt0085407,tt0082085,tt0097733
nm0010137	Charles H. Acord	\N	\N	art_department	tt0080928
nm0010138	Joe Acord	\N	\N	art_department,actor	tt0079261,tt0083943,tt0082085,tt0083190
nm0010139	Lance Acord	1964	\N	cinematographer,producer,director	tt0422720,tt1990314,tt0335266,tt0386117
nm0010140	Jonathon Acorn	\N	\N	actor,miscellaneous	tt0111999,tt0112230,tt0220906,tt0097858
nm0010141	Rua Acorn	\N	\N	actor	tt0106709
nm0010142	Sassy Acorn	\N	\N	actress	tt0099040,tt0210842
nm0010143	Marcos Eduardo Acosta Aldrete	1972	\N	miscellaneous	tt0120771
nm0010144	Damián Acosta Esparza	\N	\N	director,assistant_director,script_department	tt0291227,tt0290618,tt0319857,tt0414332
nm0010145	Ricardo Acosta Fernández	\N	\N	editor	tt0204370
nm0010146	Luis Acosta García	\N	\N	actor	tt0113919
nm0010148	Tony Acosta Jr.	\N	\N	make_up_department,costume_department,special_effects	tt0119094,tt0120201,tt1951265,tt1951266
nm0010149	Francisco Acosta López	\N	\N	production_manager	tt0116071
nm0010150	Luis Acosta Moro	\N	\N	actor	tt0060147
nm0010151	José Acosta Nava	\N	\N	director,cinematographer	tt0211824,tt0426816,tt0222558
nm0010152	Adelfo Acosta	\N	\N	camera_department	tt0099654
nm0010153	Adriana Acosta	\N	\N	actress,camera_department	tt0247859,tt0208611,tt1058596,tt2376336
nm0010154	Albert Acosta	\N	\N	animation_department,art_department,assistant_director	tt0182576,tt0118375,tt0197148,tt0397306
nm0010155	Alberto Acosta	\N	\N	actor,sound_department,miscellaneous	tt1914331,tt2422290,tt0410631,tt0102442
nm0010156	Alfredo Acosta	\N	\N	miscellaneous,art_department	tt0271785,tt0382900
nm0010157	Alpha Acosta	1973	\N	actress,assistant_director	tt0213335,tt0208115,tt0985678,tt0273060
nm0010158	Alvaro Acosta	\N	\N	assistant_director,producer	tt0225192,tt0159879,tt0265154,tt4189570
nm0010159	Ana Acosta	\N	\N	actress	tt0106525,tt0482439,tt0301398,tt0283211
nm0010160	Andrés Acosta	\N	\N	actor,cinematographer	tt0298828,tt0222197
nm0010161	Angel Acosta	\N	\N	art_department,actor,art_director	tt0124819,tt7131622,tt0114814,tt0450340
nm0010162	Armando Acosta	1925	1976	actor	tt0263475,tt0364734,tt0277619,tt0324259
nm0010163	Armondo Linus Acosta	1938	\N	miscellaneous,director,writer	tt0057128,tt0100512,tt1634545,tt0057706
nm0010164	Arnulfo Acosta	\N	\N	assistant_director	tt0178437
nm0010165	Arregio Antonio Acosta	\N	\N	music_department	tt0284164
nm0010166	Balbino Lacosta	1961	\N	actor	tt0231040,tt0948186,tt6693154,tt0455957
nm0010167	Ben Acosta	\N	\N	miscellaneous	tt0106469
nm0010168	Bob Acosta	\N	\N	miscellaneous	tt0129702
nm0010169	Carlos Acosta	1973	\N	actor,writer,producer	tt1995390,tt7666250,tt0808399,tt1890538
nm0010170	Carlos Acosta	1937	2010	art_department	tt0090329,tt0084293,tt0091815,tt0096580
nm0010171	Carlos Acosta	\N	\N	actor	tt0061643
nm0010172	Carlos Acosta-Milian	1965	\N	actor,writer,producer	tt1700486,tt9021498,tt0948186,tt1543295
nm0010173	Carmen Acosta Iraola	\N	\N	costume_department,costume_designer,actress	tt0459700,tt0305205,tt0496822,tt0260772
nm0010174	Casimiro Acosta	\N	\N	transportation_department,camera_department	tt0258351,tt0286469,tt0107582,tt0094768
nm0010175	Cayetano Acosta	\N	\N	actor	tt0106307
nm0010176	Cesar Acosta	\N	\N	actor	tt0125931
nm0010177	Charles Acosta	1965	\N	producer	tt0259497,tt0440971,tt0419689,tt0397401
nm0010178	Christina Acosta	\N	\N		\N
nm0010179	Danny Acosta	\N	\N	director,writer,editor	tt0136998
nm0010180	David Acosta	\N	\N	actor	tt0119832,tt2387618,tt0089199
nm0010181	Dennis Acosta	\N	\N	actor	tt0209441
nm0010182	Eleuterio Acosta	\N	\N	actor	tt0145293
nm0010183	Elio Acosta	\N	\N	actor	tt0186075
nm0010184	Emilio Acosta	\N	\N	actor,miscellaneous	tt0097909,tt0061350
nm0010185	Enrique Acosta	1870	1949	actor	tt0021463,tt0015758,tt0027959,tt0024466
nm0010186	Eric Acosta	\N	\N	special_effects,visual_effects	tt0140883,tt0162661
nm0010187	Erika Acosta	\N	\N	actress	tt0226539
nm0010188	Francisco Acosta	\N	\N	actor	tt0078931,tt0069973,tt0072162,tt0063851
nm0010189	Javier Acosta	\N	\N	director,writer,camera_department	tt0156428,tt0483213,tt0116274,tt0213273
nm0010190	Frazer Acosta	1898	\N	actor,soundtrack	tt0025551,tt0028422,tt0026304
nm0010191	Greg Acosta	\N	\N	camera_department	tt1353056,tt15566992,tt0239195,tt0131046
nm0010192	Gregorio Acosta	1910	1988	actor	tt0276937,tt0233993,tt0276907,tt0251034
nm0010193	Gustavo Acosta	\N	\N	camera_department,cinematographer,miscellaneous	tt0111453,tt0113501,tt0370209,tt0417217
nm0010194	Harvey Acosta	\N	\N	actor	tt0178437
nm0010195	Hugo Acosta	\N	\N	actor	tt0212706,tt1380998,tt0222658,tt0260142
nm0010196	Humberto Acosta	\N	\N	actor,camera_department	tt2294840,tt0111181
nm0010197	Ines Acosta	\N	\N	actress	tt0067388
nm0010198	Ivan Acosta	\N	\N	director,writer,camera_department	tt0899267,tt0354637,tt1341776,tt0088711
nm0010200	John Alexander Acosta	\N	\N	editorial_department,editor,sound_department	tt0113839,tt0359991,tt0138493,tt0120634
nm0010201	Jorge Acosta	\N	\N	director,writer,producer	tt0178437
nm0010202	José Manuel Acosta	\N	\N	actor	tt0120090
nm0010203	José Acosta	\N	\N	director,assistant_director	tt0220946,tt0211775,tt1587715,tt1244313
nm0010204	José Alberto Acosta	\N	\N	actor	tt0119657
nm0010205	José Luis Acosta	1961	\N	writer,miscellaneous,producer	tt1213887,tt0113168,tt0336578,tt12764158
nm0010206	Juan Acosta	1957	\N	actor	tt0105744,tt2484530,tt0360521,tt0226721
nm0010207	Juana Acosta	1976	\N	actress	tt3673036,tt1321865,tt0297174,tt6101820
nm0010208	Julian Acosta	\N	\N	actor,producer,writer	tt5809652,tt1786751,tt1731697,tt1495708
nm0010209	Julio Acosta	\N	\N	writer	tt0271841
nm0010210	Karla Acosta	\N	\N	make_up_department,actress,costume_department	tt0218006,tt0440229,tt0286871,tt0450859
nm0010211	Kevin Acosta	\N	\N	sound_department	tt0119961,tt0154097
nm0010212	Larry Acosta	\N	\N	miscellaneous	tt0205479
nm0010213	Leo Acosta	\N	\N	soundtrack,music_department,production_designer	tt0294385,tt0294386,tt0123324,tt0250308
nm0010214	Leonardo Acosta	\N	\N	actor	tt0238780,tt3275706,tt8861834,tt10367818
nm0010215	Leonardo Acosta	\N	\N	composer	tt0079188
nm0010216	Lola Acosta	\N	\N	actress	tt0824262,tt1528849,tt0113649
nm0010217	Luisa Acosta	\N	\N	actress	tt0211790,tt0213356
nm0010218	Luisina Acosta	\N	\N	actress	tt0267490
nm0010219	Manuel Acosta	\N	\N	actor	tt0104815,tt0015825,tt0176145,tt0235137
nm0010220	Marci Acosta	\N	\N	make_up_department	tt0244718,tt0274858
nm0010221	Marcos Acosta	\N	\N	production_manager,miscellaneous	tt0099167,tt0118907,tt0173146
nm0010222	Maria Acosta	\N	\N	actress	tt0205259
nm0010223	Mario Acosta	\N	\N	producer	tt0280066
nm0010224	Mayra Acosta	\N	\N	production_manager,make_up_department,producer	tt0327601,tt3140634,tt3001510,tt0297394
nm0010225	Mayte Acosta	\N	\N	actress	tt0208030
nm0010226	Melissa Anne Acosta	\N	\N	actress,stunts	tt0114113,tt0113135
nm0010227	Michele Acosta	\N	\N		\N
nm0010228	Miguel Álvarez Acosta	1907	1996	writer,actor	tt0265297,tt0047435,tt0061643
nm0010229	Milene Acosta	1977	\N	actress	tt0138277
nm0010230	Nanette M. Acosta	\N	\N	costume_designer,costume_department	tt0109795,tt0119705,tt0127702,tt0119088
nm0010231	Norma Acosta	\N	\N	actress	tt0233993
nm0010232	Octávio Acosta	\N	\N	actor	tt0357439,tt0086912,tt0434173,tt0437471
nm0010233	Panchita Acosta	1905	1978	actress	tt0048960,tt0027300
nm0010234	Rafael Acosta	\N	\N	composer,producer,soundtrack	tt0277097,tt0363582,tt0457510,tt1851940
nm0010235	Ramón Acosta	\N	\N	camera_department,miscellaneous	tt0365485,tt1567609,tt0289731,tt0223077
nm0010236	Raul Acosta	\N	\N	camera_department	tt0125931
nm0010237	Ricardo Acosta	\N	\N	editor,editorial_department,writer	tt3215812,tt0426596,tt3197558,tt2079512
nm0010238	Richard Acosta	\N	\N	actor,art_department,camera_department	tt0157182,tt0482370,tt0166972,tt4552514
nm0010239	Rita M. Acosta	\N	\N	producer	tt0115162
nm0010240	Rodolfo Acosta	1920	1974	actor	tt0058525,tt0045883,tt0368572,tt0040755
nm0010241	Rosie Acosta	\N	\N	actress	tt5198616,tt0236449,tt0467764,tt2206012
nm0010242	Sara Acosta	\N	\N	actress	tt0225414
nm0010243	Scott Acosta	\N	\N	camera_department,miscellaneous	tt6850186,tt10122634,tt0898266,tt0416359
nm0010244	Sergio Acosta	\N	\N	actor,producer	tt0773176,tt0284195,tt0371163,tt1159993
nm0010245	Soledad Acosta	1941	\N	actress,soundtrack	tt0208432,tt0311375,tt0064864,tt0312534
nm0010246	T.J. Acosta	\N	\N	actor	tt0093627
nm0010247	Talia Acosta	\N	\N	miscellaneous,actress	tt0122400,tt0133302
nm0010248	Tamara Acosta	1972	\N	actress	tt1569539,tt0378284,tt0299876,tt0208088
nm0010249	Tino Acosta	\N	\N	actor,director	tt0408371,tt0100606,tt12031984,tt0265590
nm0010250	Tom Acosta	\N	\N	editor	tt0070608,tt0076363,tt0061852,tt0065421
nm0010251	Uta Acosta	\N	\N	actress	tt0205271
nm0010252	Valentina Acosta	1982	\N	actress	tt6601072,tt1819779,tt4175734,tt5873850
nm0010253	Vanessa Acosta	\N	\N	actress,special_effects,make_up_department	tt0409616,tt0257291,tt0303503,tt0326710
nm0010254	Vincent Acosta	\N	\N	camera_department,producer,director	tt0313038,tt1636903,tt1583428,tt1361721
nm0010255	Viviana Acosta	\N	\N	actress	tt0256532
nm0010256	Víctor M. Acosta	\N	\N	soundtrack,actor	tt0248844,tt2455416,tt0041321
nm0010257	Ángel Acosta	\N	\N	actor	tt0215401,tt10850138,tt0261488,tt0078052
nm0010258	Maria Acosta-Colon	\N	\N	actress	tt0081611
nm0010259	Sorin Acostachioaiei	\N	\N	camera_department	tt0114387,tt0103969,tt0100845,tt0236173
nm0010260	Robert Acosta	\N	\N	actor	tt0144142,tt0396352,tt0446345
nm0010261	Elio Acostas	\N	\N	actor	tt0898306,tt0190840
nm0010262	Niall Acott	\N	\N	music_department,sound_department	tt1289406,tt0954947,tt0446029,tt0110413
nm0010263	Nadine Acoury	\N	\N	actress	tt0132762
nm0010264	Jay Acovone	1955	\N	actor	tt5164196,tt4936406,tt9144756,tt0364845
nm0010265	Antonio Acqua	1910	1976	actor	tt0046510,tt0056429,tt0044345,tt0055913
nm0010266	Stefano Acqua	\N	\N	composer	tt0328797,tt0178233,tt0420971,tt0222173
nm0010267	John Avadro	\N	\N	cinematographer	tt0194343,tt0194019
nm0010268	Janice Acquah	1967	\N	actress	tt1186356,tt2245003,tt0117589,tt1475582
nm0010269	Vanessa Acquah	\N	\N	actress	tt0111890
nm0010270	Acquanetta	1921	2004	actress	tt0035713,tt0039011,tt0036975,tt0036749
nm0010271	Francesco Acquaroli	1962	\N	actor	tt1934234,tt7197684,tt5903708,tt6768578
nm0010272	Boris Acquarone	\N	\N	set_decorator	tt0038299,tt0042190,tt0038281,tt0038540
nm0010273	Francis Acquas	\N	\N	actor	tt0210685
nm0010274	Gino Acquas	\N	\N	miscellaneous	tt0114367
nm0010275	Lance Acquasanto	\N	\N	sound_department	tt0167932
nm0010276	Annabel Acquaviva	\N	\N	sound_department	tt2404461,tt0425112,tt0869994,tt7374926
nm0010277	Liana Acquaviva	\N	\N	actress	tt0073650
nm0010278	Frank Aquilino	\N	\N	actor	tt0088680,tt0099685,tt0122933,tt0289848
nm0010279	Franck-Pascal Alquinet	\N	\N	make_up_department	tt10457128,tt1964624,tt2752200,tt1020773
nm0010280	Clint Acquistapace Jr.	\N	\N	camera_department	tt0106925
nm0010281	Bret Acquistapace	\N	\N	camera_department	tt0119190,tt0117891,tt0111256,tt0106925
nm0010282	Clint Acquistapace	\N	\N	camera_department	tt0240462,tt0090169,tt1333125,tt3322940
nm0010283	Cristina Acquistapace	\N	\N	actress	tt0185057
nm0010284	Korynn Acquistapace	\N	\N	camera_department	tt0106925
nm0010285	Romolo Acquistapace	1916	1997	camera_department	tt0088611,tt0084726,tt0085975,tt0090169
nm0010286	Luigi Acquisto	\N	\N	director,producer,writer	tt4104384,tt0125791,tt0345168,tt3229248
nm0010287	Dennis Acree	\N	\N	actor	tt0092641
nm0010288	Donald Acree	\N	\N	actor	tt1344721,tt0246512,tt0088781,tt0137162
nm0010289	Germaine Acremant	1889	1986	writer	tt0019756,tt0019485,tt0197350,tt0028704
nm0010290	A. Acremont	\N	\N	writer	tt0174070
nm0010291	Birt Acres	1854	1918	cinematographer,director,producer	tt0282161,tt0000024,tt0000030,tt0000025
nm0010292	Graham Acres	\N	\N	actor	tt0073341
nm0010293	Harry Acres	\N	\N	music_department,composer,soundtrack	tt0027887,tt0026256,tt0031891,tt0024602
nm0010294	Jamie Acres	\N	\N	actress	tt0160751
nm0010295	Mary Acres	\N	\N	actress	tt0112431,tt0120316,tt0145547,tt0088866
nm0010296	Molly Acres	\N	\N	actress	tt0205152
nm0010297	Sarah Acres	\N	\N	actress	tt0205152
nm0010299	Diana Acrey	\N	\N	make_up_department	tt0162065,tt0770828,tt0831387,tt1392170
nm0010300	Edison Acri	\N	\N	actor,writer,production_designer	tt0259946,tt0191385,tt0191384,tt0187362
nm0010301	Star Acri	\N	\N	actress	tt0101276,tt0469872,tt0103362
nm0010302	Acrobat	\N	\N	composer,music_department	tt0094941,tt0097935
nm0010303	Jonny Acropolis	\N	\N	art_department	tt0107554
nm0010304	Marietta Ács	1919	1989	actress	tt0410568,tt0041676
nm0010305	Richard Acs	\N	\N	assistant_director	tt0102524
nm0010306	Eric Acsell	1967	\N	visual_effects,actor	tt2752772,tt2189221,tt0266957,tt2140379
nm0010307	Joan Acti	\N	\N	actress	tt0071212
nm0010308	André Actia	\N	\N	actor	tt0161161
nm0010311	Taz Action	\N	\N	actor	tt0190309,tt3771528,tt1158233,tt5891320
nm0010312	Irving Actman	1907	1967	music_department,soundtrack,composer	tt0030158,tt0028523,tt0028132,tt0030819
nm0010313	Jane Actman	1949	2018	actress	tt0061277,tt0076300,tt0071033,tt0074074
nm0010314	David Acton	\N	\N	actor	tt0962756,tt0147788,tt1606375,tt1822203
nm0010315	Dawn Acton	1977	\N	actress	tt0053494,tt0195457,tt0181260,tt0266149
nm0010316	Dialta Acton	\N	\N	actress	tt0088155,tt0162768
nm0010317	Doug Acton	\N	\N	miscellaneous	tt0120877,tt1272878,tt0800369,tt0409847
nm0010318	Holly Acton	\N	\N	visual_effects	tt0499549,tt1318514,tt0366627,tt0489099
nm0010319	James Acton	\N	\N	actor	tt0262985,tt0252003
nm0010320	Jonty Acton	\N	\N	director,writer,producer	tt4662916,tt0263005,tt10752408
nm0010321	K.T. Acton	\N	\N	miscellaneous	tt0169533
nm0010322	Ralph Acton	1908	1962	casting_director,casting_department	tt0045196,tt0052484,tt0054881,tt0054899
nm0010323	Randi Acton	\N	\N	producer,casting_department,casting_director	tt5153860,tt7013708,tt3062558,tt0440159
nm0010324	Steve Acton	\N	\N	actor	tt0046186,tt0044289
nm0010325	Wallace Acton	1903	1980	actor	tt0309388,tt0044888
nm0010326	Wayne Acton	\N	\N	art_department,art_director,miscellaneous	tt0119598,tt0120228,tt0123455,tt0162360
nm0010327	Allen Actor	1932	2004	writer,producer	tt0069362,tt0089060
nm0010329	José Acuaviva	\N	\N	actor	tt0018609,tt0025909,tt0034864,tt0035129
nm0010330	Señor Acuaviva	\N	\N	actor	tt0019659
nm0010331	Charis Kirkpatrik Acuff	\N	\N	actress	tt0109809
nm0010332	Clarence Shelley Acuff	\N	\N	miscellaneous	tt0149261
nm0010333	Eddie Acuff	1908	1956	actor	tt0029658,tt0028096,tt0028599,tt0027429
nm0010334	Roy Acuff	1903	1992	soundtrack,actor	tt0041480,tt0034849,tt0037281,tt0038775
nm0010335	Carlos Acuio	\N	\N	writer	tt0197214,tt0181590
nm0010336	Carlos A. Acuna	\N	\N	writer	tt0170204
nm0010337	Gustavo Acuna	\N	\N	actor	tt0096689
nm0010338	Jason 'Wee Man' Acuña	1973	\N	actor,writer,producer	tt0493430,tt2281215,tt1116184,tt1950234
nm0010339	Jeff Acuna	\N	\N	actor	tt0094314
nm0010340	Lisa Acuna	\N	\N	actress	tt0212974,tt0400681,tt0370194,tt0468707
nm0010341	Marlon Acuna	\N	\N	actor	tt0207597
nm0010342	Marvin V. Acuna	\N	\N	producer,miscellaneous,sound_department	tt1426329,tt2006088,tt0460810,tt2882174
nm0010343	Max Acuna	\N	\N	miscellaneous,location_management	tt9141320,tt0217836
nm0010344	Monica M. Acuna	\N	\N	miscellaneous	tt11617512,tt0106004,tt0286409
nm0010345	Olivia Acuna	\N	\N	actress	tt0098521
nm0010346	Ramón Acuna	\N	\N	actor	tt0116238
nm0010347	Regina Acuña	\N	\N	set_decorator,art_department,art_director	tt2390426,tt8476166,tt8961508,tt4136774
nm0010348	Stevie Acuna	\N	\N	actor	tt0247121,tt0206511,tt0132666
nm0010349	Wanda Acuna	1966	\N	actress,stunts	tt0104187,tt0163579,tt0163529,tt0116260
nm0010350	Richard Acunto	\N	\N	actor	tt0088757
nm0010351	Giseppe Acunzo	\N	\N	actor,soundtrack	tt0119792
nm0010352	Óscar Acúrcio	1916	1990	actor,assistant_director,producer	tt0035867,tt0041458,tt0035633,tt0034439
nm0010353	Jesús Acuña	\N	\N	cinematographer,director,camera_department	tt0212710,tt0212657,tt0211828,tt0307742
nm0010354	Max Acuña Solanich	\N	\N	miscellaneous	tt0112258
nm0010355	Arthur Acuña	\N	\N	actor	tt1961440,tt1194173,tt3307330,tt2245764
nm0010356	Carlos Acuña	\N	\N	actor	tt0372046,tt0448297,tt0454372
nm0010357	Carlos R. Acuña	\N	\N	producer	tt0170204
nm0010358	Daniel Acuña	\N	\N	actor	tt0365967,tt0168734
nm0010359	Eduardo Acuña	\N	\N	actor	tt0044348,tt0244208,tt0265075,tt0154945
nm0010360	Eudósia Acuña	1944	2018	actress	tt0254723,tt0209860,tt0241848,tt0260267
nm0010361	Fernando Acuña	\N	\N	cinematographer,producer,director	tt1954196,tt0247805,tt4935542,tt0331311
nm0010362	Gerardo Acuña	1967	\N	actor	tt0212710,tt0161163,tt0220873,tt0211839
nm0010363	Jorge Acuña	1943	\N	actor,editor	tt0810385,tt0241012,tt0189222,tt0155347
nm0010364	Manuel Acuña	\N	\N	writer	tt0016961
